what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1466063006594
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466063006739
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1466063007923
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466063012277
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1466063015107
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063015458
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063015732
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1466063016275
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063016585
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063016847
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1466063017195
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063017549
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063017834
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1466063018122
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466063021816
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1466063023650
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063024260
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063025504
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1466063026556
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466063026983
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1466063029714
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063032521
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466063041477
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466063041526
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063041593
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1466063044393
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063044658
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063045947
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063047994
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063048038
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1466063048054
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1466063053883
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1466063054899
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063055235
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063055878
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1466063057081
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063057105
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063058899
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063096555
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063140735
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1466063145508
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063147493
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466063149425
error,log,,,"Internal Error",1466063149449
error,log,,,"Problems encountered while deleting resources.",1466063149451
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063151020
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1466063151031
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1466063151031
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466063151751
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1466063153927
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466063155313
no handler,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepInto",1466063155826
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1466063157165
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063160608
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063160859
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063167644
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063170147
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1466063170157
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1466063170157
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1466063171762
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063175186
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063246986
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063247708
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1466063249652
